,Makanan,Karbohidrat,Protein,Sayur,Pengolahan,Kelas
1108,Kue Nastar Keju,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Panggang atau bakar,106
1109,Pukis Keju,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Panggang atau bakar,106
1110,Gingerbread (Kue Jahe),Tidak ada,"Tahu, tempe, dan telur",Tidak,Panggang atau bakar,26
1111,Meringue Cookies,Tidak ada,"Tahu, tempe, dan telur",Tidak,Panggang atau bakar,26
1112,Pancake Teflon,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1113,Kue Jongkong,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1114,Egg Benedict,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1115,Apem Selong,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1116,Roti Maryam,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1117,Crepes Pisang Coklat Keju,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1118,Bingka Pisang,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1119,Bingka Barandam,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1120,French Toast,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1121,Lempeng Pisang,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1122,Cupcake Coklat dan Lemon,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1123,Cilor,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1124,Serabi Bandung Oncom,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1125,Poffertjes,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1126,Kue Leker,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1127,Kue Lumpur Labu Kuning,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1128,Mille Crepes,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1129,Martabak Manis Keju Susu,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1130,Kue Cubit Green Tea,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1131,Kue Pukis Coklat (Pancong),"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1132,Dadar Gulung Isi Kelapa,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1133,Lumpia Rebung,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1134,Terang Bulan,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1135,Martabak Bandung,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Tidak,Lainnya,104
1136,Kue Dange,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1137,Apem Kukus Gula Merah,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1138,Putri Mandi,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1139,Kue Talam Pisang,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1140,Kue Bugis,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1141,Ongol Ongol,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1142,Kue Lapis Hunkwe,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1143,Nagasari,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1144,Putu Mayang,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1145,Kue Talam Ebi,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1146,Awug-Awug,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1147,Kue Lapis Beras,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1148,Puding Jagung,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1149,Cente Manis,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1150,Kue Talam Tepung Beras Pandan,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1151,Kue Mochi,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1152,Bolu Kukus Pisang,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1153,Kue Talam,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1154,Choi Pan,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1155,Kue Mendut,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1156,Cilok,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1157,Kue Mangkok,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1158,Cenil,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1159,Bubur Sumsum,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1160,Bubur Mutiara,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1161,Bubur Candil,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1162,Amparan Tatak,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1163,Kue Putu Bambu,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1164,Tteokbokki,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1165,Bakpao,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1166,Bubur Kampiun,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1167,Puding Santan (Gula Merah),"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1168,Manisan Kolang Kaling,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Rebus atau kukus,83
1169,Popcorn Caramel,Lainnya,Tidak ada,Tidak,Lainnya,120
1170,Tiramisu,Lainnya,Tidak ada,Tidak,Lainnya,120
1171,Bola Bola Coklat (Truffle),Lainnya,Tidak ada,Tidak,Lainnya,120
1172,Overnight Oat,Lainnya,Tidak ada,Tidak,Lainnya,120
1173,Pizza Dough,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1174,Pizza Mini,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1175,Pia Pia,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1176,Puff Pastry,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1177,Kue Sagon,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1178,Apem Panggang,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1179,Wingko Babat,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1180,Kue Kacang,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1181,Roti Bakar Keju Coklat,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1182,Kue Pancong Betawi,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1183,Pisang Goreng Pontianak,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1184,Bakpia Teflon Khas Yogyakarta,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Panggang atau bakar,82
1185,Pizza Tuna,"Tepung, Mie, dan Pasta",Ikan dan Seafood,Ya,Panggang atau bakar,102
1186,Pizza Seafood,"Tepung, Mie, dan Pasta",Ikan dan Seafood,Ya,Panggang atau bakar,102
1187,Korean Garlic Bread,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Ya,Panggang atau bakar,110
1188,Carrot Cake,"Tepung, Mie, dan Pasta","Tahu, tempe, dan telur",Ya,Panggang atau bakar,110
1189,Donat Singkong,Lainnya,"Tahu, tempe, dan telur",Tidak,Goreng atau tumis,145
1190,Donat Kentang,Lainnya,"Tahu, tempe, dan telur",Tidak,Goreng atau tumis,145
1191,Combro,Lainnya,"Tahu, tempe, dan telur",Tidak,Goreng atau tumis,145
1192,Telur Gulung,Lainnya,"Tahu, tempe, dan telur",Tidak,Goreng atau tumis,145
1193,Perkedel Bondon,Lainnya,"Tahu, tempe, dan telur",Tidak,Goreng atau tumis,145
1194,Bagel,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Lainnya,80
1195,Pop Cake,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Lainnya,80
1196,Kue Rangi,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Lainnya,80
1197,Coklat Praline Kurma Kacang Mete,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Lainnya,80
1198,Rujak Cireng,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Lainnya,80
1199,Rujak Buah,"Tepung, Mie, dan Pasta",Tidak ada,Tidak,Lainnya,80
1200,Ketan Sarikaya,Beras dan olahannya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,67
1201,Wedang Angsle,Beras dan olahannya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,67
1202,Lupis,Beras dan olahannya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,67
1203,Semar Mendem,Beras dan olahannya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,67
1204,Pizza Hut Teflon,"Tepung, Mie, dan Pasta",Tidak ada,Ya,Panggang atau bakar,86
1205,Puding Zebra,Lainnya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,147
1206,Puding Brownies,Lainnya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,147
1207,Cucuru Bayao,Lainnya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,147
1208,Barongko,Lainnya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,147
1209,Carang Gesing,Lainnya,"Tahu, tempe, dan telur",Tidak,Rebus atau kukus,147
1210,Kroket Kentang Isi Ayam Wortel,Lainnya,Ayam dan daging,Ya,Goreng atau tumis,133
1211,Prol Tape,Lainnya,"Tahu, tempe, dan telur",Tidak,Panggang atau bakar,146
1212,Bolu Tape,Lainnya,"Tahu, tempe, dan telur",Tidak,Panggang atau bakar,146
1213,Macaroon Vanilla Oreo,Lainnya,"Tahu, tempe, dan telur",Tidak,Panggang atau bakar,146
1214,Cloud Bread,Lainnya,"Tahu, tempe, dan telur",Tidak,Panggang atau bakar,146
1215,Kue Khamir (Kamir),Lainnya,"Tahu, tempe, dan telur",Tidak,Lainnya,144
1216,Bingka Kentang,Lainnya,"Tahu, tempe, dan telur",Tidak,Lainnya,144
1217,Lemang Tapai,Beras dan olahannya,Tidak ada,Tidak,Lainnya,40
1218,Pisang Epe,Lainnya,Tidak ada,Tidak,Panggang atau bakar,122
1219,Pisang Bakar Penyet,Lainnya,Tidak ada,Tidak,Panggang atau bakar,122
1220,Colenak,Lainnya,Tidak ada,Tidak,Panggang atau bakar,122
1221,Sale Pisang,Lainnya,Tidak ada,Tidak,Panggang atau bakar,122
1222,Rujak Cuka,Lainnya,Tidak ada,Ya,Lainnya,124
1223,Singkong Keju,Lainnya,Lainnya,Tidak,Goreng atau tumis,153
1224,Puding Ombre Ubi Ungu,Lainnya,Lainnya,Tidak,Rebus atau kukus,155
1225,Manisan Mangga,Tidak ada,Tidak ada,Tidak,Rebus atau kukus,3
1226,Sarabba,Tidak ada,Tidak ada,Tidak,Rebus atau kukus,3
1227,Lotek,"Tepung, Mie, dan Pasta",Tidak ada,Ya,Lainnya,84
